index,년월,시도명,시군구명,연령대코드,결제상품명,사용빈도
1117,2019-06-01,경기도,안산시 단원구,50,안산사랑상품권 다온,3715
1118,2019-06-01,경기도,안산시 단원구,60,안산사랑상품권 다온,450
1469,2019-07-01,경기도,안성시,20,안성사랑카드,237
1470,2019-07-01,경기도,안성시,30,안성사랑카드,1019
1471,2019-07-01,경기도,안성시,40,안성사랑카드,1932
1472,2019-07-01,경기도,안성시,50,안성사랑카드,878
1473,2019-07-01,경기도,안성시,60,안성사랑카드,242
1474,2019-07-01,경기도,안성시,70,안성사랑카드,73
1475,2019-07-01,경기도,안성시,80,안성사랑카드,2
1794,2019-08-01,경기도,안성시,10,안성사랑카드,35
831,2019-05-01,경기도,양주시,20,양주사랑카드,434
833,2019-05-01,경기도,양주시,30,양주사랑카드,2391
834,2019-05-01,경기도,양주시,40,양주사랑카드,4244
836,2019-05-01,경기도,양주시,50,양주사랑카드,1594
837,2019-05-01,경기도,양주시,60,양주사랑카드,273
839,2019-05-01,경기도,양주시,70,양주사랑카드,40
840,2019-05-01,경기도,양주시,80,양주사랑카드,13
1140,2019-06-01,경기도,양주시,10,양주사랑카드,136
1142,2019-06-01,경기도,양주시,20,양주사랑카드,814
1143,2019-06-01,경기도,양주시,30,양주사랑카드,3366
1145,2019-06-01,경기도,양주시,40,양주사랑카드,5892
2152,2019-09-01,경기도,양평군,40,양평농협 창립50주년 기프트카드,25
2155,2019-09-01,경기도,양평군,50,양평농협 창립50주년 기프트카드,13
2156,2019-09-01,경기도,양평군,60,양평농협 창립50주년 기프트카드,4
402,2019-04-01,경기도,양평군,10,양평통보,26
403,2019-04-01,경기도,양평군,20,양평통보,229
404,2019-04-01,경기도,양평군,30,양평통보,626
407,2019-04-01,경기도,양평군,40,양평통보,1184
850,2019-05-01,경기도,여주시,30,여주사랑카드,279
851,2019-05-01,경기도,여주시,40,여주사랑카드,525
852,2019-05-01,경기도,여주시,50,여주사랑카드,307
853,2019-05-01,경기도,여주시,60,여주사랑카드,37
854,2019-05-01,경기도,여주시,70,여주사랑카드,5
1160,2019-06-01,경기도,여주시,10,여주사랑카드,13
1161,2019-06-01,경기도,여주시,20,여주사랑카드,156
855,2019-05-01,경기도,연천군,20,연천사랑상품권,2
856,2019-05-01,경기도,연천군,30,연천사랑상품권,19
857,2019-05-01,경기도,연천군,40,연천사랑상품권,46
858,2019-05-01,경기도,연천군,50,연천사랑상품권,41
861,2019-05-01,경기도,오산시,30,오산화폐 오색전,1214
863,2019-05-01,경기도,오산시,40,오산화폐 오색전,1835
864,2019-05-01,경기도,오산시,50,오산화폐 오색전,1100
865,2019-05-01,경기도,오산시,60,오산화폐 오색전,327
866,2019-05-01,경기도,오산시,70,오산화폐 오색전,45
867,2019-05-01,경기도,오산시,80,오산화폐 오색전,1
1174,2019-06-01,경기도,오산시,10,오산화폐 오색전,77
1176,2019-06-01,경기도,오산시,20,오산화폐 오색전,657
1178,2019-06-01,경기도,오산시,30,오산화폐 오색전,1733
1196,2019-06-01,경기도,용인시 수지구,20,용인와이페이,471
1205,2019-06-01,경기도,용인시 처인구,20,용인와이페이,494
1526,2019-07-01,경기도,용인시 기흥구,20,용인와이페이,792
1534,2019-07-01,경기도,용인시 수지구,20,용인와이페이,509
1542,2019-07-01,경기도,용인시 처인구,20,용인와이페이,523
1852,2019-08-01,경기도,용인시 기흥구,20,용인와이페이,617
1859,2019-08-01,경기도,용인시 수지구,20,용인와이페이,509
1868,2019-08-01,경기도,용인시 처인구,20,용인와이페이,464
2185,2019-09-01,경기도,용인시 기흥구,20,용인와이페이,1188
2194,2019-09-01,경기도,용인시 수지구,20,용인와이페이,1471
2203,2019-09-01,경기도,용인시 처인구,20,용인와이페이,1117
444,2019-04-01,경기도,용인시 기흥구,30,용인와이페이,250
462,2019-04-01,경기도,용인시 수지구,30,용인와이페이,166
471,2019-04-01,경기도,용인시 처인구,30,용인와이페이,201
870,2019-05-01,경기도,용인시 기흥구,30,용인와이페이,1242
879,2019-05-01,경기도,용인시 수지구,30,용인와이페이,952
888,2019-05-01,경기도,용인시 처인구,30,용인와이페이,957
1188,2019-06-01,경기도,용인시 기흥구,30,용인와이페이,1918
1197,2019-06-01,경기도,용인시 수지구,30,용인와이페이,1371
1206,2019-06-01,경기도,용인시 처인구,30,용인와이페이,1415
1527,2019-07-01,경기도,용인시 기흥구,30,용인와이페이,2168
1535,2019-07-01,경기도,용인시 수지구,30,용인와이페이,1888
1543,2019-07-01,경기도,용인시 처인구,30,용인와이페이,1586
1853,2019-08-01,경기도,용인시 기흥구,30,용인와이페이,1887
1860,2019-08-01,경기도,용인시 수지구,30,용인와이페이,1615
1870,2019-08-01,경기도,용인시 처인구,30,용인와이페이,1200
529,2019-04-01,경기도,의정부시,40,의정부사랑카드,416
540,2019-04-01,경기도,의정부시,50,의정부사랑카드,229
549,2019-04-01,경기도,의정부시,60,의정부사랑카드,44
551,2019-04-01,경기도,의정부시,70,의정부사랑카드,3
552,2019-04-01,경기도,의정부시,80,의정부사랑카드,2
894,2019-05-01,경기도,의정부시,10,의정부사랑카드,120
895,2019-05-01,경기도,의정부시,20,의정부사랑카드,973
896,2019-05-01,경기도,의정부시,30,의정부사랑카드,1950
897,2019-05-01,경기도,의정부시,40,의정부사랑카드,3068
904,2019-05-01,경기도,이천시,20,이천사랑지역화폐,195
907,2019-05-01,경기도,이천시,30,이천사랑지역화폐,297
908,2019-05-01,경기도,이천시,40,이천사랑지역화폐,362
909,2019-05-01,경기도,이천시,50,이천사랑지역화폐,165
910,2019-05-01,경기도,이천시,60,이천사랑지역화폐,37
911,2019-05-01,경기도,이천시,70,이천사랑지역화폐,36
912,2019-05-01,경기도,이천시,80,이천사랑지역화폐,3
1226,2019-06-01,경기도,이천시,10,이천사랑지역화폐,43
1227,2019-06-01,경기도,이천시,20,이천사랑지역화폐,391
1229,2019-06-01,경기도,이천시,30,이천사랑지역화폐,676
562,2019-04-01,경기도,파주시,30,파주 Pay(파주페이),11
924,2019-05-01,경기도,하남시,10,하남하머니,56
925,2019-05-01,경기도,하남시,20,하남하머니,536
926,2019-05-01,경기도,하남시,30,하남하머니,2242
927,2019-05-01,경기도,하남시,40,하남하머니,3175
928,2019-05-01,경기도,하남시,50,하남하머니,1232
929,2019-05-01,경기도,하남시,60,하남하머니,393
930,2019-05-01,경기도,하남시,70,하남하머니,90
931,2019-05-01,경기도,하남시,80,하남하머니,3
1262,2019-06-01,경기도,화성시,20,행복화성지역화폐,1775
1265,2019-06-01,경기도,화성시,30,행복화성지역화폐,12748
1269,2019-06-01,경기도,화성시,40,행복화성지역화폐,17211
1274,2019-06-01,경기도,화성시,50,행복화성지역화폐,3616
1278,2019-06-01,경기도,화성시,60,행복화성지역화폐,602
1279,2019-06-01,경기도,화성시,70,행복화성지역화폐,81
1280,2019-06-01,경기도,화성시,80,행복화성지역화폐,10
1598,2019-07-01,경기도,화성시,10,행복화성지역화폐,220
1603,2019-07-01,경기도,화성시,20,행복화성지역화폐,2790
1607,2019-07-01,경기도,화성시,30,행복화성지역화폐,18477
1611,2019-07-01,경기도,화성시,40,행복화성지역화폐,26229
1612,2019-07-01,경기도,화성시,50,행복화성지역화폐,5195
1616,2019-07-01,경기도,화성시,60,행복화성지역화폐,1018
1619,2019-07-01,경기도,화성시,70,행복화성지역화폐,130
1620,2019-07-01,경기도,화성시,80,행복화성지역화폐,33
1922,2019-08-01,경기도,화성시,10,행복화성지역화폐,284
1924,2019-08-01,경기도,화성시,20,행복화성지역화폐,2721
949,2019-06-01,경기도,가평군,10,가평사랑상품권,29
950,2019-06-01,경기도,가평군,20,가평사랑상품권,88
951,2019-06-01,경기도,가평군,30,가평사랑상품권,311
953,2019-06-01,경기도,가평군,40,가평사랑상품권,466
954,2019-06-01,경기도,가평군,50,가평사랑상품권,573
956,2019-06-01,경기도,가평군,60,가평사랑상품권,61
957,2019-06-01,경기도,가평군,70,가평사랑상품권,16
1281,2019-07-01,경기도,가평군,10,가평사랑상품권,50
1282,2019-07-01,경기도,가평군,20,가평사랑상품권,138
646,2019-05-01,경기도,고양시 덕양구,60,고양페이카드,133
958,2019-06-01,경기도,고양시 덕양구,10,고양페이카드,33
959,2019-06-01,경기도,고양시 덕양구,20,고양페이카드,505
960,2019-06-01,경기도,고양시 덕양구,30,고양페이카드,1664
961,2019-06-01,경기도,고양시 덕양구,40,고양페이카드,2288
962,2019-06-01,경기도,고양시 덕양구,50,고양페이카드,1353
963,2019-06-01,경기도,고양시 덕양구,60,고양페이카드,293
1296,2019-07-01,경기도,고양시 일산동구,20,고양페이카드,1980
1297,2019-07-01,경기도,고양시 일산동구,30,고양페이카드,3758
1298,2019-07-01,경기도,고양시 일산동구,40,고양페이카드,5914
1300,2019-07-01,경기도,고양시 일산동구,50,고양페이카드,3024
1301,2019-07-01,경기도,고양시 일산동구,60,고양페이카드,492
1302,2019-07-01,경기도,고양시 일산동구,70,고양페이카드,45
1303,2019-07-01,경기도,고양시 일산동구,80,고양페이카드,6
1636,2019-08-01,경기도,고양시 일산동구,10,고양페이카드,204
1647,2019-08-01,경기도,고양시 일산서구,40,고양페이카드,8470
1649,2019-08-01,경기도,고양시 일산서구,50,고양페이카드,4397
1650,2019-08-01,경기도,고양시 일산서구,60,고양페이카드,897
1651,2019-08-01,경기도,고양시 일산서구,70,고양페이카드,120
1652,2019-08-01,경기도,고양시 일산서구,80,고양페이카드,19
1969,2019-09-01,경기도,고양시 일산서구,10,고양페이카드,316
1970,2019-09-01,경기도,고양시 일산서구,20,고양페이카드,2253
1971,2019-09-01,경기도,고양시 일산서구,30,고양페이카드,7064
982,2019-06-01,경기도,과천시,20,과천화폐 과천토리,365
983,2019-06-01,경기도,과천시,30,과천화폐 과천토리,1247
984,2019-06-01,경기도,과천시,40,과천화폐 과천토리,1972
985,2019-06-01,경기도,과천시,50,과천화폐 과천토리,1092
986,2019-06-01,경기도,과천시,60,과천화폐 과천토리,238
987,2019-06-01,경기도,과천시,70,과천화폐 과천토리,75
988,2019-06-01,경기도,과천시,80,과천화폐 과천토리,4
1315,2019-07-01,경기도,과천시,10,과천화폐 과천토리,80
989,2019-06-01,경기도,광명시,10,광명사랑화폐,40
990,2019-06-01,경기도,광명시,20,광명사랑화폐,543
991,2019-06-01,경기도,광명시,30,광명사랑화폐,1788
992,2019-06-01,경기도,광명시,40,광명사랑화폐,3633
993,2019-06-01,경기도,광명시,50,광명사랑화폐,2513
994,2019-06-01,경기도,광명시,60,광명사랑화폐,611
995,2019-06-01,경기도,광명시,70,광명사랑화폐,107
996,2019-06-01,경기도,광명시,80,광명사랑화폐,19
1671,2019-08-01,경기도,광주시,30,광주사랑카드,1333
1672,2019-08-01,경기도,광주시,40,광주사랑카드,1889
1673,2019-08-01,경기도,광주시,50,광주사랑카드,1018
1674,2019-08-01,경기도,광주시,60,광주사랑카드,216
1675,2019-08-01,경기도,광주시,70,광주사랑카드,26
1676,2019-08-01,경기도,광주시,80,광주사랑카드,2
1997,2019-09-01,경기도,광주시,10,광주사랑카드,124
1998,2019-09-01,경기도,광주시,20,광주사랑카드,920
1007,2019-06-01,경기도,구리시,30,구리사랑카드,1255
1009,2019-06-01,경기도,구리시,40,구리사랑카드,1838
1011,2019-06-01,경기도,구리시,50,구리사랑카드,1038
1012,2019-06-01,경기도,구리시,60,구리사랑카드,215
1013,2019-06-01,경기도,구리시,70,구리사랑카드,44
1340,2019-07-01,경기도,구리시,10,구리사랑카드,32
1341,2019-07-01,경기도,구리시,20,구리사랑카드,592
1342,2019-07-01,경기도,구리시,30,구리사랑카드,1966
1343,2019-07-01,경기도,구리시,40,구리사랑카드,2861
708,2019-05-01,경기도,군포시,10,군포愛머니,350
709,2019-05-01,경기도,군포시,20,군포愛머니,1822
710,2019-05-01,경기도,군포시,30,군포愛머니,5081
711,2019-05-01,경기도,군포시,40,군포愛머니,9532
715,2019-05-01,경기도,군포시,50,군포愛머니,6256
716,2019-05-01,경기도,군포시,60,군포愛머니,1794
717,2019-05-01,경기도,군포시,70,군포愛머니,448
718,2019-05-01,경기도,군포시,80,군포愛머니,30
1014,2019-06-01,경기도,군포시,10,군포愛머니,681
1016,2019-06-01,경기도,군포시,20,군포愛머니,3459
1017,2019-06-01,경기도,군포시,30,군포愛머니,9432
1018,2019-06-01,경기도,군포시,40,군포愛머니,18674
123,2019-04-01,경기도,남양주시,30,Thank You Pay-N,249
133,2019-04-01,경기도,남양주시,40,Thank You Pay-N,473
137,2019-04-01,경기도,남양주시,50,Thank You Pay-N,169
140,2019-04-01,경기도,남양주시,60,Thank You Pay-N,22
143,2019-04-01,경기도,남양주시,70,Thank You Pay-N,8
144,2019-04-01,경기도,남양주시,80,Thank You Pay-N,1
719,2019-05-01,경기도,남양주시,10,Thank You Pay-N,35
720,2019-05-01,경기도,남양주시,20,Thank You Pay-N,592
721,2019-05-01,경기도,남양주시,30,Thank You Pay-N,2784
723,2019-05-01,경기도,남양주시,40,Thank You Pay-N,5492
726,2019-05-01,경기도,남양주시,50,Thank You Pay-N,2685
728,2019-05-01,경기도,남양주시,60,Thank You Pay-N,366
729,2019-05-01,경기도,남양주시,70,Thank You Pay-N,98
730,2019-05-01,경기도,남양주시,80,Thank You Pay-N,16
1709,2019-08-01,경기도,동두천시,10,동두천사랑카드,6
1710,2019-08-01,경기도,동두천시,20,동두천사랑카드,217
1712,2019-08-01,경기도,동두천시,30,동두천사랑카드,430
1713,2019-08-01,경기도,동두천시,40,동두천사랑카드,491
1715,2019-08-01,경기도,동두천시,50,동두천사랑카드,456
1716,2019-08-01,경기도,동두천시,60,동두천사랑카드,114
1717,2019-08-01,경기도,동두천시,70,동두천사랑카드,25
1718,2019-08-01,경기도,동두천시,80,동두천사랑카드,1
2039,2019-09-01,경기도,동두천시,10,동두천사랑카드,16
2040,2019-09-01,경기도,동두천시,20,동두천사랑카드,343
752,2019-05-01,경기도,부천시,60,부천페이,1308
753,2019-05-01,경기도,부천시,70,부천페이,155
754,2019-05-01,경기도,부천시,80,부천페이,33
1050,2019-06-01,경기도,부천시,10,부천페이,473
1051,2019-06-01,경기도,부천시,20,부천페이,6391
1054,2019-06-01,경기도,부천시,30,부천페이,15785
1055,2019-06-01,경기도,부천시,40,부천페이,20440
1058,2019-06-01,경기도,부천시,50,부천페이,10972
1062,2019-06-01,경기도,부천시,60,부천페이,3365
1065,2019-06-01,경기도,부천시,70,부천페이,305
1066,2019-06-01,경기도,부천시,80,부천페이,74
1383,2019-07-01,경기도,부천시,10,부천페이,834
1384,2019-07-01,경기도,부천시,20,부천페이,10899
1386,2019-07-01,경기도,부천시,30,부천페이,27743
1390,2019-07-01,경기도,부천시,40,부천페이,35123
1393,2019-07-01,경기도,부천시,50,부천페이,20107
1394,2019-07-01,경기도,부천시,60,부천페이,6495
1095,2019-06-01,경기도,수원시 장안구,50,수원페이,1969
1096,2019-06-01,경기도,수원시 장안구,60,수원페이,363
1097,2019-06-01,경기도,수원시 장안구,70,수원페이,50
1098,2019-06-01,경기도,수원시 장안구,80,수원페이,2
1099,2019-06-01,경기도,수원시 팔달구,10,수원페이,60
1100,2019-06-01,경기도,수원시 팔달구,20,수원페이,1038
1101,2019-06-01,경기도,수원시 팔달구,30,수원페이,1986
1102,2019-06-01,경기도,수원시 팔달구,40,수원페이,2466
1103,2019-06-01,경기도,수원시 팔달구,50,수원페이,1882
1104,2019-06-01,경기도,수원시 팔달구,60,수원페이,238
1105,2019-06-01,경기도,수원시 팔달구,70,수원페이,32
1403,2019-07-01,경기도,수원시 권선구,10,수원페이,59
1404,2019-07-01,경기도,수원시 권선구,20,수원페이,971
1405,2019-07-01,경기도,수원시 권선구,30,수원페이,2618
1406,2019-07-01,경기도,수원시 권선구,40,수원페이,3074
1407,2019-07-01,경기도,수원시 권선구,50,수원페이,2293
1408,2019-07-01,경기도,수원시 권선구,60,수원페이,343
1409,2019-07-01,경기도,수원시 권선구,70,수원페이,15
1410,2019-07-01,경기도,수원시 권선구,80,수원페이,2
1411,2019-07-01,경기도,수원시 영통구,10,수원페이,57
1412,2019-07-01,경기도,수원시 영통구,20,수원페이,1692
1414,2019-07-01,경기도,수원시 영통구,30,수원페이,4001
1417,2019-07-01,경기도,수원시 영통구,40,수원페이,4879
1420,2019-07-01,경기도,수원시 영통구,50,수원페이,2406
1424,2019-07-01,경기도,수원시 영통구,60,수원페이,315
1425,2019-07-01,경기도,수원시 영통구,70,수원페이,26
1426,2019-07-01,경기도,수원시 영통구,80,수원페이,6
1427,2019-07-01,경기도,수원시 장안구,10,수원페이,113
1429,2019-07-01,경기도,수원시 장안구,20,수원페이,1041
1430,2019-07-01,경기도,수원시 장안구,30,수원페이,2524
1432,2019-07-01,경기도,수원시 장안구,40,수원페이,3684
1433,2019-07-01,경기도,수원시 장안구,50,수원페이,2496
1434,2019-07-01,경기도,수원시 장안구,60,수원페이,392
1435,2019-07-01,경기도,수원시 장안구,70,수원페이,47
1436,2019-07-01,경기도,수원시 장안구,80,수원페이,1
1437,2019-07-01,경기도,수원시 팔달구,10,수원페이,77
1438,2019-07-01,경기도,수원시 팔달구,20,수원페이,1077
1439,2019-07-01,경기도,수원시 팔달구,30,수원페이,2285
1119,2019-06-01,경기도,안산시 단원구,70,안산사랑상품권 다온,45
1120,2019-06-01,경기도,안산시 단원구,80,안산사랑상품권 다온,18
1121,2019-06-01,경기도,안산시 상록구,10,안산사랑상품권 다온,38
1122,2019-06-01,경기도,안산시 상록구,20,안산사랑상품권 다온,1273
1123,2019-06-01,경기도,안산시 상록구,30,안산사랑상품권 다온,2380
1124,2019-06-01,경기도,안산시 상록구,40,안산사랑상품권 다온,3790
1125,2019-06-01,경기도,안산시 상록구,50,안산사랑상품권 다온,2837
1126,2019-06-01,경기도,안산시 상록구,60,안산사랑상품권 다온,547
1127,2019-06-01,경기도,안산시 상록구,70,안산사랑상품권 다온,71
1128,2019-06-01,경기도,안산시 상록구,80,안산사랑상품권 다온,2
1451,2019-07-01,경기도,안산시 단원구,10,안산사랑상품권 다온,227
1452,2019-07-01,경기도,안산시 단원구,20,안산사랑상품권 다온,3063
1453,2019-07-01,경기도,안산시 단원구,30,안산사랑상품권 다온,5823
1455,2019-07-01,경기도,안산시 단원구,40,안산사랑상품권 다온,9410
1456,2019-07-01,경기도,안산시 단원구,50,안산사랑상품권 다온,5444
1457,2019-07-01,경기도,안산시 단원구,60,안산사랑상품권 다온,778
1458,2019-07-01,경기도,안산시 단원구,70,안산사랑상품권 다온,97
1795,2019-08-01,경기도,안성시,20,안성사랑카드,270
1796,2019-08-01,경기도,안성시,30,안성사랑카드,1155
1797,2019-08-01,경기도,안성시,40,안성사랑카드,1724
1798,2019-08-01,경기도,안성시,50,안성사랑카드,876
1799,2019-08-01,경기도,안성시,60,안성사랑카드,232
1800,2019-08-01,경기도,안성시,70,안성사랑카드,74
1801,2019-08-01,경기도,안성시,80,안성사랑카드,2
2128,2019-09-01,경기도,안성시,10,안성사랑카드,92
1147,2019-06-01,경기도,양주시,50,양주사랑카드,2345
1148,2019-06-01,경기도,양주시,60,양주사랑카드,407
1150,2019-06-01,경기도,양주시,70,양주사랑카드,60
1151,2019-06-01,경기도,양주시,80,양주사랑카드,17
1477,2019-07-01,경기도,양주시,10,양주사랑카드,229
1478,2019-07-01,경기도,양주시,20,양주사랑카드,1109
1480,2019-07-01,경기도,양주시,30,양주사랑카드,5115
1482,2019-07-01,경기도,양주시,40,양주사랑카드,8242
1484,2019-07-01,경기도,양주시,50,양주사랑카드,3165
1487,2019-07-01,경기도,양주시,60,양주사랑카드,643
1488,2019-07-01,경기도,양주시,70,양주사랑카드,93
1489,2019-07-01,경기도,양주시,80,양주사랑카드,8
408,2019-04-01,경기도,양평군,50,양평통보,774
409,2019-04-01,경기도,양평군,60,양평통보,195
410,2019-04-01,경기도,양평군,70,양평통보,17
841,2019-05-01,경기도,양평군,10,양평통보,104
842,2019-05-01,경기도,양평군,20,양평통보,809
843,2019-05-01,경기도,양평군,30,양평통보,3652
844,2019-05-01,경기도,양평군,40,양평통보,5453
845,2019-05-01,경기도,양평군,50,양평통보,3542
1162,2019-06-01,경기도,여주시,30,여주사랑카드,350
1163,2019-06-01,경기도,여주시,40,여주사랑카드,747
1164,2019-06-01,경기도,여주시,50,여주사랑카드,398
1165,2019-06-01,경기도,여주시,60,여주사랑카드,54
1166,2019-06-01,경기도,여주시,70,여주사랑카드,5
1499,2019-07-01,경기도,여주시,10,여주사랑카드,11
1500,2019-07-01,경기도,여주시,20,여주사랑카드,230
1167,2019-06-01,경기도,연천군,10,연천사랑상품권,16
1168,2019-06-01,경기도,연천군,20,연천사랑상품권,300
1169,2019-06-01,경기도,연천군,30,연천사랑상품권,663
1170,2019-06-01,경기도,연천군,40,연천사랑상품권,1163
1171,2019-06-01,경기도,연천군,50,연천사랑상품권,823
1172,2019-06-01,경기도,연천군,60,연천사랑상품권,167
1173,2019-06-01,경기도,연천군,70,연천사랑상품권,29
1180,2019-06-01,경기도,오산시,40,오산화폐 오색전,2488
1181,2019-06-01,경기도,오산시,50,오산화폐 오색전,1364
1182,2019-06-01,경기도,오산시,60,오산화폐 오색전,365
1184,2019-06-01,경기도,오산시,70,오산화폐 오색전,52
1185,2019-06-01,경기도,오산시,80,오산화폐 오색전,6
1514,2019-07-01,경기도,오산시,10,오산화폐 오색전,95
1515,2019-07-01,경기도,오산시,20,오산화폐 오색전,609
1517,2019-07-01,경기도,오산시,30,오산화폐 오색전,1838
1518,2019-07-01,경기도,오산시,40,오산화폐 오색전,2755
1520,2019-07-01,경기도,오산시,50,오산화폐 오색전,1574
1521,2019-07-01,경기도,오산시,60,오산화폐 오색전,389
1523,2019-07-01,경기도,오산시,70,오산화폐 오색전,66
2186,2019-09-01,경기도,용인시 기흥구,30,용인와이페이,3874
2195,2019-09-01,경기도,용인시 수지구,30,용인와이페이,3601
2205,2019-09-01,경기도,용인시 처인구,30,용인와이페이,2796
453,2019-04-01,경기도,용인시 기흥구,40,용인와이페이,306
463,2019-04-01,경기도,용인시 수지구,40,용인와이페이,223
474,2019-04-01,경기도,용인시 처인구,40,용인와이페이,206
871,2019-05-01,경기도,용인시 기흥구,40,용인와이페이,1708
880,2019-05-01,경기도,용인시 수지구,40,용인와이페이,1294
889,2019-05-01,경기도,용인시 처인구,40,용인와이페이,1035
1190,2019-06-01,경기도,용인시 기흥구,40,용인와이페이,3469
1199,2019-06-01,경기도,용인시 수지구,40,용인와이페이,2506
1209,2019-06-01,경기도,용인시 처인구,40,용인와이페이,1573
1528,2019-07-01,경기도,용인시 기흥구,40,용인와이페이,4008
1536,2019-07-01,경기도,용인시 수지구,40,용인와이페이,2981
1546,2019-07-01,경기도,용인시 처인구,40,용인와이페이,2055
1854,2019-08-01,경기도,용인시 기흥구,40,용인와이페이,3351
1862,2019-08-01,경기도,용인시 수지구,40,용인와이페이,2588
1871,2019-08-01,경기도,용인시 처인구,40,용인와이페이,1662
2187,2019-09-01,경기도,용인시 기흥구,40,용인와이페이,7224
2197,2019-09-01,경기도,용인시 수지구,40,용인와이페이,6340
2206,2019-09-01,경기도,용인시 처인구,40,용인와이페이,3436
457,2019-04-01,경기도,용인시 기흥구,50,용인와이페이,93
464,2019-04-01,경기도,용인시 수지구,50,용인와이페이,38
483,2019-04-01,경기도,용인시 처인구,50,용인와이페이,63
872,2019-05-01,경기도,용인시 기흥구,50,용인와이페이,628
882,2019-05-01,경기도,용인시 수지구,50,용인와이페이,354
890,2019-05-01,경기도,용인시 처인구,50,용인와이페이,373
1191,2019-06-01,경기도,용인시 기흥구,50,용인와이페이,1229
1200,2019-06-01,경기도,용인시 수지구,50,용인와이페이,709
899,2019-05-01,경기도,의정부시,50,의정부사랑카드,1804
901,2019-05-01,경기도,의정부시,60,의정부사랑카드,365
902,2019-05-01,경기도,의정부시,70,의정부사랑카드,56
1215,2019-06-01,경기도,의정부시,10,의정부사랑카드,100
1216,2019-06-01,경기도,의정부시,20,의정부사랑카드,1485
1217,2019-06-01,경기도,의정부시,30,의정부사랑카드,3149
1220,2019-06-01,경기도,의정부시,40,의정부사랑카드,5196
1221,2019-06-01,경기도,의정부시,50,의정부사랑카드,3051
1222,2019-06-01,경기도,의정부시,60,의정부사랑카드,561
1223,2019-06-01,경기도,의정부시,70,의정부사랑카드,87
1224,2019-06-01,경기도,의정부시,80,의정부사랑카드,2
1231,2019-06-01,경기도,이천시,40,이천사랑지역화폐,893
1232,2019-06-01,경기도,이천시,50,이천사랑지역화폐,412
1233,2019-06-01,경기도,이천시,60,이천사랑지역화폐,76
1234,2019-06-01,경기도,이천시,70,이천사랑지역화폐,10
1235,2019-06-01,경기도,이천시,80,이천사랑지역화폐,5
1564,2019-07-01,경기도,이천시,10,이천사랑지역화폐,75
1565,2019-07-01,경기도,이천시,20,이천사랑지역화폐,582
1566,2019-07-01,경기도,이천시,30,이천사랑지역화폐,1155
1567,2019-07-01,경기도,이천시,40,이천사랑지역화폐,1390
1569,2019-07-01,경기도,이천시,50,이천사랑지역화폐,672
564,2019-04-01,경기도,파주시,40,파주 Pay(파주페이),12
566,2019-04-01,경기도,파주시,50,파주 Pay(파주페이),1
567,2019-04-01,경기도,파주시,60,파주 Pay(파주페이),2
913,2019-05-01,경기도,파주시,30,파주 Pay(파주페이),9
914,2019-05-01,경기도,파주시,40,파주 Pay(파주페이),10
916,2019-05-01,경기도,파주시,50,파주 Pay(파주페이),3
917,2019-05-01,경기도,파주시,60,파주 Pay(파주페이),1
1236,2019-06-01,경기도,파주시,10,파주 Pay(파주페이),11
1237,2019-06-01,경기도,파주시,20,파주 Pay(파주페이),148
1239,2019-06-01,경기도,파주시,30,파주 Pay(파주페이),402
1253,2019-06-01,경기도,하남시,10,하남하머니,207
1254,2019-06-01,경기도,하남시,20,하남하머니,1909
1255,2019-06-01,경기도,하남시,30,하남하머니,9536
1256,2019-06-01,경기도,하남시,40,하남하머니,12400
1257,2019-06-01,경기도,하남시,50,하남하머니,4344
1258,2019-06-01,경기도,하남시,60,하남하머니,1568
1259,2019-06-01,경기도,하남시,70,하남하머니,305
1260,2019-06-01,경기도,하남시,80,하남하머니,14
1927,2019-08-01,경기도,화성시,30,행복화성지역화폐,18711
1931,2019-08-01,경기도,화성시,40,행복화성지역화폐,25360
1934,2019-08-01,경기도,화성시,50,행복화성지역화폐,4785
1937,2019-08-01,경기도,화성시,60,행복화성지역화폐,936
1938,2019-08-01,경기도,화성시,70,행복화성지역화폐,130
1939,2019-08-01,경기도,화성시,80,행복화성지역화폐,28
2256,2019-09-01,경기도,화성시,10,행복화성지역화폐,538
2259,2019-09-01,경기도,화성시,20,행복화성지역화폐,4263
2261,2019-09-01,경기도,화성시,30,행복화성지역화폐,27405
2267,2019-09-01,경기도,화성시,40,행복화성지역화폐,37792
2270,2019-09-01,경기도,화성시,50,행복화성지역화폐,7051
2271,2019-09-01,경기도,화성시,60,행복화성지역화폐,1323
2273,2019-09-01,경기도,화성시,70,행복화성지역화폐,157
2274,2019-09-01,경기도,화성시,80,행복화성지역화폐,38
1283,2019-07-01,경기도,가평군,30,가평사랑상품권,494
1284,2019-07-01,경기도,가평군,40,가평사랑상품권,787
1285,2019-07-01,경기도,가평군,50,가평사랑상품권,813
1286,2019-07-01,경기도,가평군,60,가평사랑상품권,110
1287,2019-07-01,경기도,가평군,70,가평사랑상품권,27
1621,2019-08-01,경기도,가평군,10,가평사랑상품권,23
1622,2019-08-01,경기도,가평군,20,가평사랑상품권,140
964,2019-06-01,경기도,고양시 덕양구,70,고양페이카드,17
1288,2019-07-01,경기도,고양시 덕양구,10,고양페이카드,166
1289,2019-07-01,경기도,고양시 덕양구,20,고양페이카드,1573
1290,2019-07-01,경기도,고양시 덕양구,30,고양페이카드,5434
